,book_format,book_pages,book_review_count,book_rating_count,book_rating
5338,Paperback,576 pages,55,1784,4.25
5339,Paperback,354 pages,98,1957,4.12
5340,ebook,20 pages,12,25,4.0
5341,Unknown Binding,225 pages,4,57,4.11
5342,Paperback,356 pages,548,2488,4.26
5343,ebook,450 pages,194,1611,3.83
5344,Paperback,280 pages,4,42,4.05
5345,Paperback,390 pages,432,5140,4.2
5346,Paperback,312 pages,1281,9739,3.55
5348,Paperback,784 pages,153,2905,4.4
5349,Paperback,326 pages,35,674,3.6
5350,Paperback,355 pages,43,140,4.09
5351,Hardcover,400 pages,1,17,4.82
5352,Paperback,320 pages,8,137,3.93
5353,Paperback,230 pages,42,211,4.27
5354,Kindle Edition,336 pages,189,1305,3.51
5355,Paperback,400 pages,121,399,3.81
5356,Paperback,240 pages,1,18,4.17
5357,Paperback,32 pages,68,1650,4.03
5358,Kindle Edition,642 pages,13566,562807,3.76
5359,Kindle Edition,340 pages,1797,19947,4.1
5360,Mass Market Paperback,540 pages,702,16271,4.33
5361,Hardcover,230 pages,12,129,4.45
5362,Paperback,696 pages,1646,43303,3.79
5364,Paperback,367 pages,123,6298,3.88
5366,Hardcover,349 pages,2064,10355,4.09
5367,Paperback,320 pages,37,654,3.9
5368,Paperback,2977 pages,3,17,4.88
5369,Paperback,240 pages,26,235,4.31
5370,Paperback,461 pages,1399,16343,3.45
5371,Paperback,332 pages,8,18,4.28
5373,Hardcover,412 pages,220,4047,4.08
5374,Paperback,191 pages,12750,264493,3.75
5375,Mass Market Paperback,416 pages,242,27704,4.03
5376,Paperback,304 pages,85,3182,4.16
5377,Paperback,528 pages,376,3559,3.87
5378,Paperback,240 pages,359,5562,4.0
5379,Paperback,32 pages,168,2275,4.24
5381,Paperback,192 pages,257,4353,3.78
5384,Kindle Edition,236 pages,222,5413,4.03
5385,Hardcover,40 pages,131,1323,3.97
5386,Paperback,384 pages,496,6309,4.1
5387,Hardcover,288 pages,602,3781,3.89
5389,Hardcover,379 pages,57,736,3.9
5390,Paperback,280 pages,12,41,3.61
5391,Hardcover,192 pages,3,16,3.94
5392,Hardcover,256 pages,26,98,3.97
5393,Hardcover,455 pages,3,82,3.57
5394,Hardcover,274 pages,4824,61358,4.07
5396,Paperback,448 pages,22,1312,4.06
5397,Kindle Edition,474 pages,253,4155,3.83
5398,Paperback,224 pages,90,2622,4.58
5399,Kindle Edition,206 pages,174,1266,4.04
5400,Hardcover,408 pages,447,2320,3.23
5401,Paperback,392 pages,4,17,4.06
5402,Paperback,136 pages,945,24851,4.22
5403,Audible Audio,10 pages,3015,24197,3.37
5404,Paperback,465 pages,606,6195,3.95
5405,Paperback,192 pages,14,160,3.87
5406,Paperback,387 pages,3917,66092,4.2
5407,Paperback,317 pages,10178,420084,3.94
5408,Kindle Edition,539 pages,4,40,3.75
5409,Paperback,82 pages,31,277,3.93
5410,Kindle Edition,548 pages,105,7656,4.08
5412,Paperback,297 pages,30,951,3.53
5413,Hardcover,305 pages,1794,9463,3.65
5414,Paperback,353 pages,9416,65498,4.02
5415,Paperback,300 pages,23,149,3.62
5416,Hardcover,388 pages,2654,44487,4.16
5417,Kindle Edition,464 pages,31646,195590,4.56
5418,Paperback,496 pages,24390,631139,4.05
5419,Paperback,528 pages,79,922,4.09
5421,Hardcover,309 pages,3977,28737,3.95
5422,Hardcover,336 pages,183,1600,4.02
5423,Hardcover,64 pages,64,449,4.33
5424,Paperback,224 pages,43,606,4.51
5425,Paperback,428 pages,17,379,4.26
5426,Hardcover,304 pages,746,5150,3.67
5427,Paperback,288 pages,85,185,4.54
5428,Paperback,326 pages,35,730,4.39
5429,Paperback,216 pages,176,6713,4.18
5430,Hardcover,296 pages,21,125,4.16
5431,Paperback,203 pages,201,9111,4.09
5432,Hardcover,224 pages,14,38,3.74
5433,Kindle Edition,232 pages,55,109,4.23
5434,Paperback,48 pages,99,1026,3.69
5435,Paperback,26 pages,196,2850,3.8
5436,Hardcover,251 pages,333,2693,4.18
5437,Audio CD,0 pages,957,7982,3.9
5439,Paperback,384 pages,155,5875,4.26
5440,Hardcover,1079 pages,7752,63617,4.3
5441,Paperback,256 pages,51,628,4.43
5442,Paperback,541 pages,3764,149297,3.98
5443,Paperback,185 pages,69,687,3.7
5444,free online,55 pages,88,494,4.07
5445,Paperback,288 pages,2845,21349,3.76
5446,Hardcover,501 pages,1432,12438,3.81
5448,Paperback,1103 pages,46,1240,4.39
5449,Hardcover,288 pages,523,4947,3.72
5450,Paperback,183 pages,3,67,3.79
5451,Paperback,896 pages,19,512,4.17
5452,Paperback,514 pages,11797,271364,4.07
5454,Paperback,256 pages,1,11,3.09
5455,Paperback,400 pages,33,236,3.53
5456,Kindle Edition,496 pages,6431,157831,4.17
5457,Paperback,298 pages,3,8,3.63
5458,Kindle Edition,268 pages,129,1421,3.93
5459,Paperback,177 pages,928,5857,4.23
5460,Kindle Edition,289 pages,10,77,4.32
5461,Paperback,137 pages,398,5513,3.73
5462,Kindle Edition,416 pages,2131,23468,4.32
5463,Paperback,208 pages,38,530,4.46
5464,Taschenbuch,764 pages,2,58,3.72
5465,Paperback,367 pages,121,1552,3.64
5467,Paperback,168 pages,322,6266,3.93
5468,Paperback,371 pages,356,2038,4.16
5469,Paperback,94 pages,118,711,3.5
5471,Paperback,43 pages,365,5842,4.01
5472,Paperback,373 pages,118,1728,3.95
5474,Paperback,170 pages,73,1161,4.2
5475,Paperback,978 pages,83,1913,4.36
5476,Hardcover,228 pages,139,1224,4.57
5477,Hardcover,152 pages,471,4231,4.26
5478,Paperback,400 pages,260,905,4.3
5479,Paperback,272 pages,162,1912,3.95
5480,Kindle Edition,249 pages,22,46,3.87
5481,Hardcover,548 pages,467,3190,3.82
5482,Paperback,112 pages,4,37,2.95
5483,Paperback,496 pages,5537,47155,3.85
5484,Paperback,401 pages,76,534,3.2
5485,Mass Market Paperback,345 pages,518,6700,3.75
5486,Paperback,808 pages,201,1591,4.36
5487,Paperback,256 pages,325,2745,4.14
5488,Hardcover,607 pages,56797,2069089,4.62
5489,Hardcover,506 pages,57291,1018234,4.06
5490,Paperback,512 pages,518,22265,4.18
5491,Kindle Edition,366 pages,20,28,4.68
5492,Paperback,340 pages,219,7568,4.25
5493,Paperback,640 pages,62,1328,4.25
5494,Hardcover,370 pages,276,1913,3.6
5495,Hardcover,256 pages,6,22,3.64
5496,Paperback,212 pages,162,4508,4.02
5497,Paperback,319 pages,89,1465,3.76
5498,Paperback,304 pages,758,18972,4.2
5499,Paperback,324 pages,20,219,3.87
5500,Kindle Edition,423 pages,206,1207,3.93
5501,Hardcover,416 pages,353,4127,4.17
5502,Paperback,240 pages,56,1546,4.04
5503,Paperback,408 pages,28,366,3.61
5504,Kindle Edition,60 pages,0,107,4.45
5505,ebook,80 pages,126,2190,4.08
5506,Hardcover,432 pages,2,85,3.94
5507,Paperback,160 pages,107,2959,3.82
5508,Paperback,395 pages,14262,85159,4.17
5510,Hardcover,128 pages,82,1700,4.13
5513,Paperback,361 pages,517,15179,4.18
5514,Kindle Edition,328 pages,7,231,4.39
5515,Paperback,336 pages,3,18,4.78
5516,Paperback,576 pages,444,18213,4.29
5517,Kindle Edition,385 pages,2111,13306,4.12
5518,Paperback,384 pages,364,2953,4.13
5519,Hardcover,119 pages,13614,501581,4.03
5520,Paperback,192 pages,108,993,3.58
5521,Hardcover,195 pages,3862,84976,4.16
5522,Paperback,464 pages,7,29,3.97
5523,Paperback,400 pages,50837,1624488,4.24
5524,Paperback,271 pages,114,1146,4.25
5525,Paperback,336 pages,348,5093,3.96
5527,Paperback,296 pages,286,4815,3.83
5528,Paperback,320 pages,1505,50563,4.21
5529,Paperback,256 pages,363,8961,3.7
5530,Paperback,288 pages,88,1087,3.61
5531,Paperback,144 pages,775,12653,3.7
5532,Hardcover,384 pages,20372,411445,4.15
5533,Hardcover,48 pages,647,11603,4.23
5534,Paperback,320 pages,208,1832,3.7
5535,Hardcover,403 pages,68,3960,3.95
5536,Paperback,424 pages,105,3040,4.47
5537,Paperback,320 pages,214,4359,4.15
5538,Paperback,384 pages,19,173,4.26
5539,Mass Market Paperback,292 pages,81,1894,3.98
5540,Paperback,345 pages,36,654,4.11
5541,Paperback,151 pages,117,1194,4.14
5542,ebook,265 pages,482,2170,4.15
5543,Hardcover,320 pages,390,2777,4.01
5544,Hardcover,336 pages,307,1508,3.46
5546,Mass Market Paperback,144 pages,1387,22097,4.0
5547,Paperback,320 pages,31,319,3.81
5548,Paperback,421 pages,225,2114,3.68
5549,Paperback,160 pages,151,2766,3.92
5550,Paperback,448 pages,176,3627,3.89
5551,Paperback,288 pages,65,1269,4.18
5552,Paperback,650 pages,13,293,4.08
5553,Hardcover,219 pages,429,8131,3.94
5555,Mass Market Paperback,419 pages,335,27799,3.98
5556,Paperback,560 pages,20,129,3.86
5557,ebook,252 pages,322,1760,3.32
5558,Paperback,419 pages,165,2146,4.45
5559,Paperback,256 pages,24,899,4.19
5560,Paperback,144 pages,253,3249,4.0
5561,Paperback,496 pages,342,5832,3.59
5562,Paperback,204 pages,234,4965,4.16
5563,Hardcover,273 pages,1416,8647,3.89
5564,Paperback,268 pages,409,4170,3.46
5565,Hardcover,496 pages,184,1629,3.95
5566,Hardcover,224 pages,195,7600,4.32
5568,Paperback,352 pages,3,32,3.53
5569,Paperback,304 pages,471,19622,3.84
5570,Paperback,167 pages,37,541,3.93
5571,Paperback,169 pages,351,3669,3.92
5572,Softcover,390 pages,67,849,4.14
5573,Paperback,342 pages,158,2799,4.19
5574,Paperback,402 pages,388,4530,4.07
5575,Hardcover,480 pages,235,2002,3.64
5576,Paperback,384 pages,57,276,3.61
5577,Paperback,53 pages,227,12083,3.56
5578,Hardcover,357 pages,966,6526,3.4
5579,Hardcover,208 pages,214,2789,4.29
5580,Paperback,447 pages,312,5622,4.06
5581,Hardcover,256 pages,316,2494,3.96
5583,Paperback,293 pages,181,976,3.44
5584,Hardcover,132 pages,18,152,4.76
5585,Hardcover,271 pages,406,12470,4.14
5586,Paperback,378 pages,73,1494,3.92
5588,Paperback,480 pages,138,3979,4.05
5589,Paperback,339 pages,63,970,3.82
5591,Hardcover,352 pages,1095,9617,4.07
5592,Paperback,264 pages,143,1771,3.71
5593,Paperback,176 pages,153,1769,3.86
5594,Paperback,276 pages,213,4899,4.26
5595,Mass Market Paperback,180 pages,36982,1322698,3.98
5596,Paperback,158 pages,116,1411,4.33
5597,Hardcover,452 pages,55,2214,3.95
5598,Kindle Edition,273 pages,19,397,3.79
5599,Hardcover,576 pages,404,3005,4.12
5600,Paperback,517 pages,923,8393,3.73
5602,Mass Market Paperback,336 pages,176,5344,3.41
5603,Hardcover,338 pages,37,254,3.48
5604,Paperback,368 pages,8,32,3.22
5605,Paperback,136 pages,19571,662506,3.75
5606,Paperback,320 pages,11,276,3.77
5607,Hardcover,40 pages,76,283,3.73
5608,Paperback,380 pages,174,10845,3.99
5609,Hardcover,353 pages,29427,1121880,3.84
5610,Paperback,224 pages,13,467,3.69
5611,Paperback,350 pages,127,2410,4.39
5614,Paperback,192 pages,194,1763,4.07
5615,Paperback,208 pages,33,234,3.0
5616,Paperback,256 pages,303,1715,3.06
5617,Paperback,328 pages,116,547,3.75
5618,Paperback,359 pages,626,8014,3.92
5619,Paperback,262 pages,37,302,3.79
5620,Hardcover,192 pages,306,3884,4.2
5621,Paperback,111 pages,156,1203,4.44
5623,Nook,192 pages,4,11,4.27
5624,Paperback,214 pages,519,4998,3.54
5625,Paperback,709 pages,122,2196,4.4
5626,Paperback,408 pages,7280,72368,4.0
5629,Kindle Edition,338 pages,95,1621,4.54
5630,Paperback,0 pages,50,1312,3.63
5631,Paperback,196 pages,44,626,3.85
5633,Paperback,304 pages,328,7604,3.81
5634,ebook,525 pages,7,18,2.78
5635,Paperback,304 pages,31,416,3.75
5636,Paperback,272 pages,461,6345,3.97
5637,Mass Market Paperback,392 pages,408,9365,3.96
5638,Paperback,225 pages,1164,16980,3.88
5639,Hardcover,375 pages,1144,4638,3.18
5640,Hardcover,32 pages,310,8946,4.39
5641,Paperback,288 pages,29,190,4.03
5642,Hardcover,290 pages,170,923,4.06
5643,Paperback,120 pages,0,11,3.36
5644,Paperback,320 pages,317,3150,4.12
5645,Paperback,160 pages,205,3134,3.87
5647,Paperback,93 pages,91,1292,4.07
5648,Paperback,352 pages,177,1906,3.42
5649,Kindle Edition,100 pages,164,710,3.61
5650,Paperback,320 pages,683,8906,3.61
5651,Paperback,473 pages,247,11942,3.87
5652,Paperback,383 pages,90,120,4.37
5653,Paperback,220 pages,170,3525,3.86
5654,Hardcover,352 pages,256,2984,4.11
5655,Kindle Edition,512 pages,1,15,4.33
5656,Kindle Edition,369 pages,2802,69148,4.16
5658,Paperback,432 pages,81,2704,4.11
5659,Hardcover,645 pages,6,49,4.1
5660,Paperback,320 pages,2084,15509,3.19
5661,Kindle Edition,107 pages,42,196,4.33
5662,Kindle Edition,343 pages,190,2923,4.1
5664,Paperback,318 pages,1380,9094,4.03
5665,Hardcover,192 pages,277,16879,4.16
5666,Paperback,768 pages,2085,31247,3.73
5668,Paperback,288 pages,13,92,4.35
5669,Hardcover,386 pages,1793,11739,3.96
5670,Paperback,431 pages,66,1180,3.67
5672,Paperback,310 pages,612,9107,3.72
5673,Paperback,404 pages,122,1695,3.96
5674,Paperback,320 pages,105,2411,4.21
5675,Hardcover,752 pages,24,179,3.54
5676,Hardcover,581 pages,29,550,3.72
5677,Hardcover,96 pages,214,1495,4.15
5678,Paperback,1344 pages,32,342,4.68
5679,Mass Market Paperback,280 pages,307,5406,3.97
5680,Paperback,397 pages,100,749,3.3
5681,Paperback,320 pages,2,54,3.35
5682,Hardcover,305 pages,1153,8962,4.07
5683,Paperback,240 pages,306,5259,4.48
5684,Paperback,166 pages,10,473,3.84
5685,Paperback,416 pages,77,474,3.81
5686,Hardcover,336 pages,136,512,3.9
5687,Kindle Edition,245 pages,194,756,3.93
5688,Paperback,448 pages,14,61,4.11
5689,Paperback,128 pages,22,210,3.55
5690,Hardcover,241 pages,4316,29058,3.17
5692,Paperback,280 pages,186,2540,4.15
5693,ebook,384 pages,2171,108799,3.84
5694,Paperback,372 pages,317,3195,3.35
5695,Paperback,595 pages,822,17727,4.14
5696,ebook,123 pages,24,274,3.57
5697,Hardcover,148 pages,18,94,4.54
5698,Hardcover,288 pages,77,1924,4.19
5700,Hardcover,224 pages,34,1518,4.43
5701,Paperback,336 pages,17,115,3.87
5702,Paperback,290 pages,3,6,4.17
5703,Paperback,272 pages,154,2274,3.55
5704,Paperback,336 pages,18,360,4.15
5706,Paperback,595 pages,4048,66346,4.31
5707,Paperback,552 pages,144,2224,3.8
5708,Paperback,428 pages,612,22586,4.33
5709,Hardcover,296 pages,2,40,3.9
5710,Paperback,288 pages,58,414,4.23
5711,Hardcover,296 pages,297,1359,4.13
5713,Paperback,200 pages,49541,2344585,3.8
5714,Kindle Edition,122 pages,89,878,4.06
5715,Paperback,176 pages,263,4559,4.32
5716,Paperback,523 pages,530,17470,4.05
5717,Hardcover,207 pages,538,4264,3.68
5718,Kindle Edition,403 pages,18,81,3.69
5719,Paperback,352 pages,423,14940,3.81
5720,Paperback,361 pages,4,48,3.77
5721,Paperback,247 pages,36,417,3.89
5722,Paperback,400 pages,181,6787,4.08
5723,Kindle Edition,686 pages,3,26,4.23
5724,Kindle Edition,224 pages,4,8,4.13
5725,ebook,0 pages,14,230,3.74
5726,Paperback,164 pages,516,3893,3.77
5727,Paperback,224 pages,1740,13349,4.2
5728,Paperback,215 pages,455,12098,3.73
5729,Paperback,260 pages,167,1073,3.5
5730,Paperback,216 pages,120,8252,4.2
5731,Paperback,305 pages,18,175,3.97
5732,Paperback,339 pages,7082,55612,3.99
5733,Paperback,320 pages,224,6588,4.14
5734,Paperback,200 pages,33,534,3.21
5735,Paperback,116 pages,47,2563,4.07
5736,Hardcover,385 pages,711,4908,3.8
5737,Hardcover,332 pages,137,2819,3.96
5738,Hardcover,320 pages,330,4419,3.68
5739,Paperback,191 pages,57,470,4.0
5740,Paperback,302 pages,729,6879,3.97
5741,Hardcover,32 pages,17,74,4.28
5742,Hardcover,197 pages,7,80,3.3
5743,Hardcover,157 pages,22,241,3.73
5744,Hardcover,240 pages,91,1198,4.42
5745,Paperback,127 pages,29,1252,4.15
5746,Paperback,291 pages,22,755,3.63
5747,Hardcover,353 pages,1493,10226,3.84
5748,Paperback,265 pages,16,341,4.29
5749,Paperback,496 pages,54,1080,4.14
5750,Broschiert,636 pages,584,8501,3.93
5751,Paperback,144 pages,12,603,3.73
5752,Paperback,431 pages,13,243,4.16
5753,Paperback,273 pages,399,6007,3.92
5754,Paperback,309 pages,6874,121153,4.13
5755,Paperback,28 pages,3,33,4.7
5756,Paperback,40 pages,15,90,3.32
5757,Paperback,258 pages,122,327,3.69
5758,Paperback,140 pages,500,7390,4.01
5759,Paperback,198 pages,2,16,3.13
5760,Hardcover,531 pages,711,5211,4.07
5761,Paperback,320 pages,8,223,3.76
5762,Paperback,448 pages,403,4505,3.98
5763,Paperback,408 pages,92,1136,3.71
5764,Mass Market Paperback,289 pages,59,525,3.66
5765,Mass Market Paperback,410 pages,667,20401,4.01
5767,Paperback,32 pages,949,18493,3.8
5768,Hardcover,154 pages,323,1983,4.07
5769,Mass Market Paperback,186 pages,44,2013,3.9
5770,Paperback,192 pages,1117,33232,4.29
5771,Paperback,271 pages,217,2078,3.81
5772,Paperback,304 pages,139,1266,4.12
5773,Paperback,414 pages,57216,540117,4.45
5774,Hardcover,288 pages,2329,14844,3.6
5775,Paperback,256 pages,96,842,3.83
5776,Paperback,240 pages,17,205,4.5
5777,ebook,595 pages,429,4210,4.28
5778,Kindle Edition,347 pages,77,95,3.84
5779,Paperback,419 pages,228,4504,3.77
5780,Paperback,280 pages,77,619,4.12
5782,Hardcover,576 pages,187,3250,4.2
5783,Paperback,205 pages,41425,390299,3.99
5784,Paperback,592 pages,637,23872,4.23
5785,Paperback,352 pages,220,1093,3.88
5786,Paperback,325 pages,166,1919,3.99
5787,Paperback,416 pages,1003,41967,3.96
5789,Paperback,453 pages,60,561,3.76
5790,Paperback,304 pages,192,2785,4.23
5791,Paperback,496 pages,230,2881,3.88
5792,Hardcover,356 pages,22117,347056,3.97
5793,Hardcover,402 pages,1259,16933,4.27
5794,Kindle Edition,386 pages,249,2224,4.5
5795,Paperback,228 pages,57006,3143766,3.9
5796,Hardcover,176 pages,14,117,4.15
5798,Paperback,268 pages,990,7925,4.12
5799,Paperback,320 pages,615,48340,3.58
5800,Hardcover,301 pages,37,512,3.85
5802,Hardcover,320 pages,72,458,3.43
5803,Hardcover,240 pages,8661,222895,4.09
5804,Paperback,864 pages,141,2124,4.07
5805,Paperback,304 pages,209,2617,3.55
5806,Hardcover,304 pages,147,1519,3.9
5807,Paperback,96 pages,111,3570,4.09
5808,Paperback,474 pages,9,319,4.33
5809,Hardcover,462 pages,8606,187097,4.31
5810,Audible Audio,20 pages,32609,618789,4.11
5811,Paperback,560 pages,268,2087,4.15
5812,Kindle Edition,385 pages,109,1168,4.44
5813,Paperback,144 pages,132,2591,4.11
5814,Paperback,320 pages,23,52,4.56
5815,Kindle Edition,337 pages,1081,5656,3.95
5816,Paperback,360 pages,690,16447,4.19
5817,Hardcover,299 pages,2944,31393,3.9
5818,Paperback,498 pages,1167,12001,4.15
5819,Paperback,270 pages,61,353,3.47
5820,Hardcover,400 pages,369,10218,4.09
5821,Paperback,768 pages,822,17724,4.14
5822,Mass Market Paperback,384 pages,70,887,3.88
5823,Hardcover,296 pages,701,5662,4.02
5824,Hardcover,306 pages,8486,70245,4.29
5825,ebook,0 pages,3,111,4.17
5826,Paperback,216 pages,246,2762,4.2
5827,Paperback,202 pages,54,165,3.96
5828,Paperback,119 pages,447,4516,3.66
5829,Hardcover,310 pages,2718,31065,3.66
5830,Paperback,304 pages,4808,50462,4.06
5832,Kindle Edition,299 pages,682,5233,4.18
5833,Hardcover,400 pages,18,226,4.38
5834,Hardcover,768 pages,23,139,3.78
5835,Paperback,112 pages,53,159,3.55
5836,Hardcover,602 pages,49,733,3.75
5837,Kindle Edition,433 pages,34597,424845,4.22
5838,Paperback,331 pages,102,2730,4.3
5839,Paperback,384 pages,4,9,4.44
5840,Hardcover,310 pages,53,222,4.19
5842,Hardcover,194 pages,5927,262188,4.17
5843,Paperback,268 pages,6,104,4.16
5844,Hardcover,368 pages,816,5827,3.67
5845,Paperback,220 pages,67,643,4.15
5846,Paperback,480 pages,167,4608,4.12
5847,Paperback,192 pages,673,12893,4.33
5848,Paperback,384 pages,183,7655,3.96
5850,Hardcover,1096 pages,112,2916,4.22
5852,Kindle Edition,384 pages,222,4415,4.08
5853,Paperback,306 pages,335,4259,4.17
5855,Hardcover,512 pages,2919,30921,4.4
5856,Paperback,1010 pages,9,79,3.51
5857,Kindle Edition,87 pages,58,149,3.19
5858,Mass Market Paperback,350 pages,463,12083,4.23
5859,Kindle Edition,461 pages,341,4357,4.31
5860,Paperback,402 pages,160,1469,4.2
5861,Paperback,248 pages,367,4184,3.67
5862,Mass Market Paperback,348 pages,1042,17794,4.11
5863,Paperback,704 pages,13,800,3.78
5866,Paperback,183 pages,656,27821,3.97
5868,Paperback,1232 pages,111,3015,4.37
5869,Paperback,278 pages,75,3369,4.38
5870,Hardcover,343 pages,522,2509,3.7
5871,Hardcover,256 pages,66,1485,4.25
5872,Kindle Edition,225 pages,87,655,4.11
5873,Paperback,448 pages,10,82,2.83
5874,Hardcover,373 pages,149,2265,3.97
5875,Paperback,134 pages,44,1801,3.82
5876,Mass Market Paperback,304 pages,39,881,4.47
5877,Hardcover,744 pages,134,4408,4.38
5878,ebook,388 pages,2623,25578,4.15
5879,Hardcover,321 pages,854,5261,3.72
5880,Paperback,288 pages,16,149,4.0
5881,Paperback,348 pages,2,22,4.41
5882,Hardcover,512 pages,51,578,4.49
5883,ebook,138 pages,8,45,3.8
5884,Kindle Edition,100 pages,512,6379,4.04
5885,Paperback,262 pages,133,754,4.07
5886,Paperback,672 pages,89,1872,4.16
5887,Paperback,384 pages,12,155,3.34
5888,Paperback,168 pages,36,428,4.14
5889,Paperback,441 pages,18309,612802,4.22
5890,Paperback,287 pages,69,412,3.69
5891,Paperback,176 pages,1211,28407,3.93
5892,Hardcover,364 pages,46,294,3.29
5894,Paperback,480 pages,91,3014,3.78
5895,Hardcover,245 pages,17,173,3.23
5897,Hardcover,432 pages,425,5515,4.33
5898,Kindle Edition,137 pages,6,29,4.28
5899,Paperback,295 pages,788,8901,3.8
5900,Paperback,512 pages,105,6092,4.25
5901,Paperback,308 pages,68,817,4.31
5902,Paperback,192 pages,203,2114,3.48
5903,Paperback,374 pages,43,973,3.95
5904,Paperback,176 pages,571,3427,3.65
5905,Paperback,224 pages,423,3655,3.75
5906,Paperback,0 pages,16,217,4.5
5907,Paperback,392 pages,1237,5897,3.66
5908,Paperback,389 pages,41369,2423646,4.26
5909,Hardcover,254 pages,189,1103,3.32
5911,Hardcover,160 pages,25,124,3.81
5912,Paperback,208 pages,80,6168,4.35
5913,Paperback,204 pages,1449,18930,4.15
5914,Hardcover,180 pages,68,3059,3.87
5915,Hardcover,236 pages,548,3005,3.67
5916,Hardcover Chapbook,99 pages,6,27,4.19
5917,Paperback,420 pages,2,170,4.05
5918,Paperback,404 pages,254,1675,3.71
5919,Trade Paperback,652 pages,757,8443,3.94
5920,Paperback,272 pages,31,255,3.47
5922,Paperback,416 pages,145,1766,3.97
5923,Paperback,416 pages,101791,1571406,3.9
5924,Kindle Edition,346 pages,769,8806,3.96
5925,Paperback,372 pages,115,2162,3.73
5926,Paperback,448 pages,177,6148,4.23
5927,Paperback,503 pages,177,3767,4.07
5928,Paperback,318 pages,10,255,3.89
5929,Paperback,264 pages,241,2285,3.68
